post_id,sku,slug,url
153702,MCT169RL12FRMS1,microtech-stitch-ram-lock-fs,https://www.michigansportsoutdoor.com/product/microtech-stitch-ram-lock-fs/
153703,MCT18708,microtech-amphibian-ram-lok-marfione-sel-2,https://www.michigansportsoutdoor.com/product/microtech-amphibian-ram-lok-marfione-sel-2/
153704,MCT18753,microtech-amphibian-ram-lok-marfione-sel-3,https://www.michigansportsoutdoor.com/product/microtech-amphibian-ram-lok-marfione-sel-3/
153705,MCT18790,microtech-amphibian-ram-lok-marfione-sel-4,https://www.michigansportsoutdoor.com/product/microtech-amphibian-ram-lok-marfione-sel-4/
153706,MCT18791,microtech-amphibian-ram-lok-marfione-sel-5,https://www.michigansportsoutdoor.com/product/microtech-amphibian-ram-lok-marfione-sel-5/
153707,MCT18970,microtech-amphibian-ram-lok-marfione-sel-6,https://www.michigansportsoutdoor.com/product/microtech-amphibian-ram-lok-marfione-sel-6/
153708,MCT18971,microtech-amphibian-ram-lok-marfione-sel-7,https://www.michigansportsoutdoor.com/product/microtech-amphibian-ram-lok-marfione-sel-7/
153709,MCT19022,microtech-amphibian-ram-lok-marfione-sel-8,https://www.michigansportsoutdoor.com/product/microtech-amphibian-ram-lok-marfione-sel-8/
153710,MCT19039,microtech-amphibian-ram-lok-marfione-sel-9,https://www.michigansportsoutdoor.com/product/microtech-amphibian-ram-lok-marfione-sel-9/
153711,MCT19334,microtech-amphibian-ram-lok-marfione-sel-10,https://www.michigansportsoutdoor.com/product/microtech-amphibian-ram-lok-marfione-sel-10/
153712,MCT2101DFLGSZ23,microtech-msi-se-distressed-flag,https://www.michigansportsoutdoor.com/product/microtech-msi-se-distressed-flag/
153713,MCT21510APS,microtech-feather-fixed-blade-apoc,https://www.michigansportsoutdoor.com/product/microtech-feather-fixed-blade-apoc/
153714,MCT58050,microtech-socom-ram-lok-se-magpul-od,https://www.michigansportsoutdoor.com/product/microtech-socom-ram-lok-se-magpul-od/
153715,MCT58062,microtech-socom-ram-lok-se-frag-cerekote,https://www.michigansportsoutdoor.com/product/microtech-socom-ram-lok-se-frag-cerekote/
153716,OLTARKPROULTOBC,olight-arkpro-ultra-onyx-blk-cw,https://www.michigansportsoutdoor.com/product/olight-arkpro-ultra-onyx-blk-cw/
153717,OLTI3E19TH,olight-i3e-19th-anniversary,https://www.michigansportsoutdoor.com/product/olight-i3e-19th-anniversary/
153718,OLTMDRMINI2ROAD,olight-marauder-mini-2-roadster,https://www.michigansportsoutdoor.com/product/olight-marauder-mini-2-roadster/
153719,R337WB,remington-250th-anniversay-trapper,https://www.michigansportsoutdoor.com/product/remington-250th-anniversay-trapper/
153720,REA241,reate-knives-vk-clu-titanium-darkwash,https://www.michigansportsoutdoor.com/product/reate-knives-vk-clu-titanium-darkwash/
